1460034775826112522	https://twitter.com/twitter/statuses/1460034775826112522	Sun Nov 14 23:59:51 +0000 2021	@AlexanderBraisk @sandi_borger @therealOmba @fapexxo @ElieNYC @WHCOS @JoeBiden When has he supported it? Don Jr passes his dad's voice on twitter and also never promotes it. Every tweet is against mask and vaccine mandates and support for antivax groups. Every world leader showed pictures of themselves getting vaccinated. All except Trump.
1460034567272906758	https://twitter.com/twitter/statuses/1460034567272906758	Sun Nov 14 23:59:01 +0000 2021	BREAKING: California School Board voted to reject vaccine mandate 🇺🇸
1460034477649014786	https://twitter.com/twitter/statuses/1460034477649014786	Sun Nov 14 23:58:40 +0000 2021	4 positive elderly patients diagnosed with covid, sick enough to be admitted, within 10 days of their booster shot. Just on today’s shift. 🤔 #COVIDBooster working real well.
1460034466852835332	https://twitter.com/twitter/statuses/1460034466852835332	Sun Nov 14 23:58:37 +0000 2021	Trump silenced the CDC at the beginning of the pandemic. He tried to alter scientific reports and then he tried to delete the evidence that he was doing it.\n\nThe families of the 750,000 covid victims should file a class action lawsuit.
1460034421516500994	https://twitter.com/twitter/statuses/1460034421516500994	Sun Nov 14 23:58:26 +0000 2021	It's one thing to speak positively of your province. It's another to act like everything is great in this province while in reality we have serious problems on numerous fronts. We have hundreds of completely avoidable covid deaths. Tent cities in multiple centres.
1460034334539366403	https://twitter.com/twitter/statuses/1460034334539366403	Sun Nov 14 23:58:06 +0000 2021	@PaolaQP1231 This is the new narrative from the left ! First covid next is climate change . They need to keep the Fear going that’s how they keep control of the sheep!!
1460034309012733959	https://twitter.com/twitter/statuses/1460034309012733959	Sun Nov 14 23:58:00 +0000 2021	@WGME 800 kids died from flu in 2019, 4.3 million children got it. In the passed 22 months 370 kids have died from covid 19, 5.6 million children have gotten it. It doesn't pose a significant problem for children. Adults need to stop with the bullshit.
1460034274682236928	https://twitter.com/twitter/statuses/1460034274682236928	Sun Nov 14 23:57:51 +0000 2021	@Chase14199681 @DrTomFrieden @BubblegumGram The USA with the most covid deaths in the world seems to have one of the highest survival rates and you don't seem to think that might be wrong?\n\nRed states underreported deaths for over a year
1460034248396742656	https://twitter.com/twitter/statuses/1460034248396742656	Sun Nov 14 23:57:45 +0000 2021	@hamabrdo11 @KarenH0660 No one is forced to get the vaccine. If you are that steadfast in your resolve then being barred from a restaurant shouldn’t be a problem
1460034236015075330	https://twitter.com/twitter/statuses/1460034236015075330	Sun Nov 14 23:57:42 +0000 2021	COVID ICU is a sobering thing to see. Thinking about the doctors, nurses and others who have been working long hours during this pandemic, behind closed doors, for more than 19 months. I wonder how vaccine- hesitant people would react to seeing patients debilitated by COVID.
1460034233724977153	https://twitter.com/twitter/statuses/1460034233724977153	Sun Nov 14 23:57:42 +0000 2021	I feel physically ill this morning. \n\nIn an hour I have to get a vaccine that I really, REALLY don't want. \n\nI pray that more are not forced into this horrible position. \n\nI pray that the narrative implodes before more people are coerced against their will.
1460034214632505346	https://twitter.com/twitter/statuses/1460034214632505346	Sun Nov 14 23:57:37 +0000 2021	BOOM! A Texas doctor who defended ivermectin as a treatment for COVID-19 and criticized vaccine mandates has been SUSPENDED!\n\nAre you glad? ✋
1460034204591276036	https://twitter.com/twitter/statuses/1460034204591276036	Sun Nov 14 23:57:35 +0000 2021	@True_Canuck1 Maybe start with climate hysteria. Suppression of alternative covid information. Non reporting by the left. Trudeau scandals. Let's Go Brandon.
1460034098584428548	https://twitter.com/twitter/statuses/1460034098584428548	Sun Nov 14 23:57:09 +0000 2021	How many billions (yes billions) is Canada paying these vaccine makers for something we should be manufacturing right here in Canada?\n\nContracts are secret, Trudeau made sure of that.\n\nWill vaccine bills mean grandma can't get her operation, no more $$ for healthcare transfers?
1460034022344646658	https://twitter.com/twitter/statuses/1460034022344646658	Sun Nov 14 23:56:51 +0000 2021	Joe Biden stopped counting covid deaths once he became president.\n\nI wonder why...
1460033998202281985	https://twitter.com/twitter/statuses/1460033998202281985	Sun Nov 14 23:56:45 +0000 2021	@BryceBarnes @knowssomethings Throughout the pandemic, people have been turned away from hospitals due to there not being enough beds. Getting the vaccine doesn't prevent you from getting it, but it would reduce the risk you'd have severe symptoms and take someone else's spot in a ICU bed.
1460033981475393541	https://twitter.com/twitter/statuses/1460033981475393541	Sun Nov 14 23:56:41 +0000 2021	@wabbitwarrior Prepare to be mind blown...\n\nThe climate change vax is the covid vax 🤯\n\nFor anyone who doesn't get it, ask a eugenicist 😉
1460033980116393985	https://twitter.com/twitter/statuses/1460033980116393985	Sun Nov 14 23:56:41 +0000 2021	In Austria, it’s vaccination or house arrest. You can be the picture of health yet be imprisoned, and the sickest person is free as long as they buy into “injections as the path to health.”\n\nNo right of appeal, not even a trial.
1460033941885308939	https://twitter.com/twitter/statuses/1460033941885308939	Sun Nov 14 23:56:32 +0000 2021	Why hasn't the vaccine made things better?
1460033847861596166	https://twitter.com/twitter/statuses/1460033847861596166	Sun Nov 14 23:56:10 +0000 2021	Ontario performed 13,066 covid vaccinations on Saturday. 4,377 were 1st doses and 8,689 were 2nd doses.
1460033822905540610	https://twitter.com/twitter/statuses/1460033822905540610	Sun Nov 14 23:56:04 +0000 2021	"Reminder:\n\n“Many are young people that would heal in a day…they are going to get better very quickly.""\n\nTrump, July 2020\n\n*at the time, the US had 3.7M cases and 150,000 deaths.\n\nIf you want to blame someone for vaccine mandates, blame the buffoon who could’ve prevented it all."
1460033779309764612	https://twitter.com/twitter/statuses/1460033779309764612	Sun Nov 14 23:55:53 +0000 2021	Nov 14 Ontario Covid numbers AGAIN show us that vaccine passports have nothing to do with health! \n\nUnvaccinated = 300 cases\nVaccinated = 324\n\nAnd soon they’ll try putting us on lockdown in time for Christmas. Keep RESISTING!! \n\n#Canada #Ontario #Covid19 #Freedom
1460033744140521476	https://twitter.com/twitter/statuses/1460033744140521476	Sun Nov 14 23:55:45 +0000 2021	I can't stand with those anti vaccinate idiots. If they're going to get covid then let them die alone. Don't even waste time for treatment for uneducated monkeys.
1460033734380380160	https://twitter.com/twitter/statuses/1460033734380380160	Sun Nov 14 23:55:43 +0000 2021	The three provinces with the worst pandemic response rate Alberta, Saskatchewan and Ontario have the lowest vaccination rate . . . and Conservative are in power in each.
1460033713807450114	https://twitter.com/twitter/statuses/1460033713807450114	Sun Nov 14 23:55:38 +0000 2021	@Chris_Girodat @AirCanada Exactly!! With all of the hoops to jump through to make it onto an airplane, I really don’t understand why checking a vaccine passport is too big of a hurdle
1460033654986616835	https://twitter.com/twitter/statuses/1460033654986616835	Sun Nov 14 23:55:24 +0000 2021	During this vaccine downtime we have done nothing to try to get ahead of our wily and humbling foe.\n Again, we waste any chance that would give us an advantage.
1460033599412092931	https://twitter.com/twitter/statuses/1460033599412092931	Sun Nov 14 23:55:10 +0000 2021	ETHIOPIA had been asked to bend for Mr. Feltman's arm twisting by an offer of Covid-19 vaccine! This is going very low, Admiral @stavridisj! It is shameful! #NoMore #NoNegotiationWithTplf #TPLFSURRENDERNOW #TplfIsWarCriminal
1460033548161888272	https://twitter.com/twitter/statuses/1460033548161888272	Sun Nov 14 23:54:58 +0000 2021	Everyone knows the covid-19 vaccines are highly effective, we've all heard it 1,000+ times, and repetition equals truth.  #ThisIsHowPropagandaRolls
1460033461268496387	https://twitter.com/twitter/statuses/1460033461268496387	Sun Nov 14 23:54:37 +0000 2021	@ReportsDaNews Imagine the crying and moaning here?!\n\nI'm still for a national vaccine passport.
1460033417349894149	https://twitter.com/twitter/statuses/1460033417349894149	Sun Nov 14 23:54:27 +0000 2021	@Donnacb3 @MaryAliceHolm3s @janetstjames No vax= high probability you can die. \nVax= yes you can catch covid 19 and any variant however you may live through it with some mild symptoms. \nProbability of catching covid drastically reduced, and is it not a nice gesture to be part of the collective effort to stop the virus?
1460033397141782528	https://twitter.com/twitter/statuses/1460033397141782528	Sun Nov 14 23:54:22 +0000 2021	@kacey76 good point... I guess the mask and gloves must protect them... oh or maybe they are vaccinated... oh but wait the vaccine doesn't stop the spread.. so it's gotta be the mask and gloves... ;) maybe... ???? :)
1460033352933814286	https://twitter.com/twitter/statuses/1460033352933814286	Sun Nov 14 23:54:12 +0000 2021	Can someone tell me if the phrase “sudden death” is being used instead of vaccine death????
1460033227436003330	https://twitter.com/twitter/statuses/1460033227436003330	Sun Nov 14 23:53:42 +0000 2021	Insubordination: The Oklahoma National Guard has rejected the Defense Department’s vaccine mandate.
1460033210700734464	https://twitter.com/twitter/statuses/1460033210700734464	Sun Nov 14 23:53:38 +0000 2021	The Biden-Harris administration has secured enough vaccine supply for every child in America. Parents of children between the ages of 5-11 will be able to bring their child to one of tens of thousands of vaccine locations across the country.
1460033181982375949	https://twitter.com/twitter/statuses/1460033181982375949	Sun Nov 14 23:53:31 +0000 2021	Pfizer is set to make $33.5 billion dollars from vaccines in 2021.\n\nPfizer is not liable for injury or death associated with their vaccines.\n\nPfizer has, on multiple occasions, lied, bribed doctors, knowingly caused harm, falsified data, and deliberately misled regulators.
1460033085697925127	https://twitter.com/twitter/statuses/1460033085697925127	Sun Nov 14 23:53:08 +0000 2021	@taylorrdaawn Touchdown 😀\n\nI just feel like he misrepresented his vaccination status.
1460033029494214660	https://twitter.com/twitter/statuses/1460033029494214660	Sun Nov 14 23:52:54 +0000 2021	@DefenseMinister I think the problem is mental... When you see that many people go out of the lineup it's going to mess with everything. Quality or not this is unfair to the team... as a whole. Who's the say without covid could they of played better? It's cursed.
